queue_rank,repro_dir,pattern_hash,kind,family,n_points,n_models,total_occurrences,old_oracle_candidates,status,owner,notes
534,pointwise_dce071a17123,dce071a17123,pointwise,layout_indexing_stencil_fusion,3,4,3,pointwise_c2dc9d900d36,unclaimed,,
535,pointwise_edf2e0dc44ea,edf2e0dc44ea,pointwise,layout_indexing_stencil_fusion,2,5,3,pointwise_edf2e0dc44ea,unclaimed,,
536,pointwise_ee05f315ed84,ee05f315ed84,pointwise,pointwise,3,4,3,,unclaimed,,
537,pointwise_fc79e17a0171,fc79e17a0171,pointwise,pointwise,3,2,3,,unclaimed,,
538,sum_53ecd5ca9ebe,53ecd5ca9ebe,reduction,reduction_general,1,2,3,,unclaimed,,
539,sum_sum_00d72974c5fe,00d72974c5fe,reduction,reduction_general,3,1,3,,unclaimed,,
540,sum_sum_12fc8ebf8180,12fc8ebf8180,reduction,reduction_general,3,2,3,,unclaimed,,
541,sum_sum_3690c31a5a51,3690c31a5a51,reduction,reduction_general,3,1,3,,unclaimed,,
542,sum_sum_7b53f7309dbe,7b53f7309dbe,reduction,reduction_general,3,1,3,,unclaimed,,
543,sum_sum_840ed90a9954,840ed90a9954,reduction,reduction_general,1,2,3,,unclaimed,,
544,sum_sum_d405766683ac,d405766683ac,reduction,reduction_general,2,2,3,,unclaimed,,
545,sum_sum_e681bc3d9d59,e681bc3d9d59,reduction,reduction_general,2,2,3,,unclaimed,,
546,sum_sum_sum_065a82cdc059,065a82cdc059,reduction,reduction_general,3,2,3,,unclaimed,,
547,sum_sum_sum_0703a79bc871,0703a79bc871,reduction,reduction_general,3,2,3,,unclaimed,,
548,sum_sum_sum_2b1b93ca6e56,2b1b93ca6e56,reduction,reduction_general,3,1,3,,unclaimed,,
549,sum_sum_sum_2d74760b80f4,2d74760b80f4,reduction,reduction_general,3,2,3,,unclaimed,,
550,sum_sum_sum_3634d1a62257,3634d1a62257,reduction,reduction_general,3,2,3,,unclaimed,,
551,sum_sum_sum_874ba88ee22e,874ba88ee22e,reduction,reduction_general,3,1,3,,unclaimed,,
552,sum_sum_sum_9a5b3965d355,9a5b3965d355,reduction,reduction_general,3,2,3,,unclaimed,,
553,sum_sum_sum_b37e1065b3a0,b37e1065b3a0,reduction,reduction_general,3,2,3,,unclaimed,,
554,sum_sum_sum_b6027582bc37,b6027582bc37,reduction,scatter_gather,2,3,3,,unclaimed,,
555,sum_sum_sum_f2eb6784cabb,f2eb6784cabb,reduction,reduction_general,3,2,3,,unclaimed,,
556,var_mean_0469ab74bf66,0469ab74bf66,reduction,norm_template_canonicalization,3,2,3,~var_mean_617b759d99fa,unclaimed,,
557,var_mean_0b4143d6fc46,0b4143d6fc46,reduction,norm_template_canonicalization,1,1,3,~var_mean_1fad4754680a;~var_mean_3711a161734e;~var_mean_034578d167c5,unclaimed,,
558,var_mean_129ad79a9b02,129ad79a9b02,reduction,unclassified_priority_gap,2,1,3,~var_mean_819a2cfa3958;~var_mean_e7e57aea37e1,unclaimed,,
559,var_mean_1f6788bc3116,1f6788bc3116,reduction,norm_template_canonicalization,3,2,3,~var_mean_4581dbce69e5;~var_mean_bb7b5fefc1d5;~var_mean_bff30f530d6e,unclaimed,,
560,var_mean_3028dfd6ddfb,3028dfd6ddfb,reduction,norm_template_canonicalization,3,2,3,~var_mean_2e61b19a52bc;~var_mean_41a46a395e3a,unclaimed,,
561,var_mean_33d24326eae6,33d24326eae6,reduction,norm_template_canonicalization,3,1,3,~var_mean_4a0c3a2ad6fb,unclaimed,,
562,var_mean_39861a8a39f5,39861a8a39f5,reduction,reduction_var_mean,3,1,3,,unclaimed,,
563,var_mean_3b8a231721ed,3b8a231721ed,reduction,reduction_var_mean,3,2,3,,unclaimed,,
564,var_mean_4c1b6e6ef03f,4c1b6e6ef03f,reduction,norm_template_canonicalization,3,5,3,~var_mean_e74dde6c3e2b;~var_mean_ef88cc4744f1,unclaimed,,
565,var_mean_51bba8502cc5,51bba8502cc5,reduction,norm_template_canonicalization,3,2,3,~var_mean_2e61b19a52bc;~var_mean_41a46a395e3a,unclaimed,,
566,var_mean_528c70306f73,528c70306f73,reduction,unclassified_priority_gap,2,4,3,~var_mean_40d5a5a49ffd;~var_mean_b3ec7ad4195e;~var_mean_c97d1570c0ff,unclaimed,,
567,var_mean_6de4787c0d2d,6de4787c0d2d,reduction,norm_template_canonicalization,3,1,3,~var_mean_aa8ab7fa55a7;~var_mean_b7b154e2f8c6;~var_mean_f2580942698a,unclaimed,,
568,var_mean_cc73cf06da4e,cc73cf06da4e,reduction,reduction_var_mean,3,2,3,,unclaimed,,
569,var_mean_d582b23f1a3f,d582b23f1a3f,reduction,norm_template_canonicalization,3,2,3,~var_mean_25898f81ca4d;~var_mean_67e607b197fd,unclaimed,,
570,var_mean_d8beeff97662,d8beeff97662,reduction,norm_template_canonicalization,3,2,3,~var_mean_25898f81ca4d;~var_mean_67e607b197fd,unclaimed,,
571,var_mean_dc4abd356145,dc4abd356145,reduction,norm_template_canonicalization,3,4,3,~var_mean_0dc1c0150d30,unclaimed,,
572,var_mean_f4b9805af13f,f4b9805af13f,reduction,norm_template_canonicalization,3,4,3,var_mean_8287d162bd36,unclaimed,,
573,var_mean_mean_5a1b8c788e4b,5a1b8c788e4b,reduction,norm_template_canonicalization,2,2,3,~var_mean_mean_7a446f7d0ed8;~var_mean_mean_c8322953c7ea;~var_mean_mean_e2206aa32217,unclaimed,,
574,var_mean_mean_c98413eb2743,c98413eb2743,reduction,norm_template_canonicalization,2,2,3,~var_mean_mean_7a446f7d0ed8;~var_mean_mean_c8322953c7ea;~var_mean_mean_e2206aa32217,unclaimed,,
575,var_mean_var_mean_4cdcce28fdf4,4cdcce28fdf4,reduction,reduction_var_mean,3,1,3,,unclaimed,,
576,var_mean_var_mean_ab0bc2e3c91a,ab0bc2e3c91a,reduction,reduction_var_mean,3,2,3,,unclaimed,,
577,var_mean_var_mean_e56fc242c590,e56fc242c590,reduction,reduction_var_mean,3,1,3,,unclaimed,,
578,amax_sum_119baf9550ec,119baf9550ec,reduction,reduction_softmax_like,1,2,2,,unclaimed,,
579,amax_sum_1d0b8274d1b3,1d0b8274d1b3,reduction,reduction_softmax_like,1,2,2,,unclaimed,,
580,amax_sum_2ee0501b648a,2ee0501b648a,reduction,reduction_softmax_like,1,2,2,,unclaimed,,
581,amax_sum_57fd7ff76261,57fd7ff76261,reduction,online_softmax_cross_entropy,1,2,2,amax_sum_5f0c26b7e967,unclaimed,,
582,amax_sum_78433096579d,78433096579d,reduction,reduction_softmax_like,1,2,2,,unclaimed,,
583,amax_sum_7932ff4134ad,7932ff4134ad,reduction,reduction_softmax_like,1,2,2,,unclaimed,,
584,amax_sum_amax_75d8aed50737,75d8aed50737,reduction,reduction_softmax_like,1,2,2,,unclaimed,,
585,amax_sum_any_072e793f6653,072e793f6653,reduction,reduction_softmax_like,2,3,2,,unclaimed,,
586,amax_sum_any_0d1fd92f7011,0d1fd92f7011,reduction,reduction_softmax_like,2,3,2,,unclaimed,,
587,amax_sum_any_c793902f63f2,c793902f63f2,reduction,reduction_softmax_like,2,3,2,,unclaimed,,
588,amax_sum_any_e71dee3c8bfe,e71dee3c8bfe,reduction,reduction_softmax_like,2,3,2,,unclaimed,,
589,amax_sum_b4ba26016a2b,b4ba26016a2b,reduction,reduction_softmax_like,1,2,2,,unclaimed,,
590,amax_sum_c2886f99a0ae,c2886f99a0ae,reduction,reduction_softmax_like,1,2,2,,unclaimed,,
591,amax_sum_c372431bff28,c372431bff28,reduction,online_softmax_cross_entropy,1,2,2,~amax_sum_11133e3f9217,unclaimed,,
592,amax_sum_c92c18d1c961,c92c18d1c961,reduction,reduction_softmax_like,1,2,2,,unclaimed,,
593,amax_sum_ccbdc7f5ab12,ccbdc7f5ab12,reduction,reduction_softmax_like,1,4,2,,unclaimed,,
594,amax_sum_d21b31cf06aa,d21b31cf06aa,reduction,reduction_softmax_like,1,2,2,,unclaimed,,
595,amax_sum_d84d382a699c,d84d382a699c,reduction,reduction_softmax_like,1,2,2,,unclaimed,,
596,amax_sum_e1a43ba9dec2,e1a43ba9dec2,reduction,reduction_softmax_like,1,2,2,,unclaimed,,
597,amax_sum_f1a0a4098400,f1a0a4098400,reduction,reduction_softmax_like,1,2,2,,unclaimed,,
598,amax_sum_fadd9f17f869,fadd9f17f869,reduction,reduction_softmax_like,1,2,2,,unclaimed,,
599,amax_sum_sum_4bf8a79efec4,4bf8a79efec4,reduction,online_softmax_cross_entropy,2,2,2,~amax_sum_sum_9e768dff4978;~amax_sum_sum_d5ddd6e16182;~amax_sum_sum_4c98004c3aa3,unclaimed,,
600,any_1918882eece2,1918882eece2,reduction,multi_output_reduction_templates,2,2,2,any_17b234fd7f4f,unclaimed,,
601,mean_104f67c766f1,104f67c766f1,reduction,reduction_general,2,2,2,,unclaimed,,
602,mean_2ac293b38233,2ac293b38233,reduction,unclassified_priority_gap,2,2,2,mean_01c500735869;mean_fb3bbfd51007,unclaimed,,
603,mean_36110ffe9e6c,36110ffe9e6c,reduction,norm_template_canonicalization,2,4,2,mean_148ad2fc17ca;mean_7b48b0105aea;mean_f5b5cccf92a8,unclaimed,,
604,mean_3840584eef9a,3840584eef9a,reduction,norm_template_canonicalization,2,2,2,~mean_148ad2fc17ca;~mean_7b48b0105aea;~mean_f5b5cccf92a8,unclaimed,,
605,mean_3dfc8b0d0b06,3dfc8b0d0b06,reduction,norm_template_canonicalization,1,2,2,~mean_1b78c675fe8a;~mean_9ca8b4d0ba26;~mean_b440f707e405,unclaimed,,
606,mean_4462ce967d63,4462ce967d63,reduction,unclassified_priority_gap,1,2,2,~mean_d5150760404d;~mean_8b70c08405c1,unclaimed,,
607,mean_4dace6865eee,4dace6865eee,reduction,reduction_general,1,2,2,,unclaimed,,
608,mean_6d79593efb7d,6d79593efb7d,reduction,norm_template_canonicalization,1,2,2,~mean_d5a027fb314b,unclaimed,,
609,mean_8b6bcc3d5ac7,8b6bcc3d5ac7,reduction,reduction_general,1,4,2,,unclaimed,,
610,mean_9017f526fe31,9017f526fe31,reduction,multi_output_reduction_templates,2,4,2,~mean_f859bb8c0f42,unclaimed,,
611,mean_b135b743f643,b135b743f643,reduction,norm_template_canonicalization,1,2,2,~mean_eccc5dff9f55;~mean_feaf8e3a5f0b,unclaimed,,
612,mean_b2700cd0ebd1,b2700cd0ebd1,reduction,norm_template_canonicalization,2,2,2,~mean_289ef979584b;~mean_a3a8e8f5cc86,unclaimed,,
613,mean_bb3c8e668150,bb3c8e668150,reduction,norm_template_canonicalization,1,2,2,~mean_1b78c675fe8a;~mean_9ca8b4d0ba26;~mean_b440f707e405,unclaimed,,
614,mean_db9733790220,db9733790220,reduction,unclassified_priority_gap,2,2,2,mean_d5150760404d,unclaimed,,
615,mean_e04f3b694a53,e04f3b694a53,reduction,norm_template_canonicalization,2,2,2,~mean_b22538109e2c;~mean_42b19743bdd2;~mean_f362a8f86f2e,unclaimed,,
616,mean_mean_7c0c7b5ccbb8,7c0c7b5ccbb8,reduction,reduction_general,2,2,2,,unclaimed,,
617,mean_mean_996428153329,996428153329,reduction,norm_template_canonicalization,1,2,2,~mean_mean_1b98d81214e6,unclaimed,,
618,pointwise_00475df23925,00475df23925,pointwise,layout_indexing_stencil_fusion,1,2,2,pointwise_2eae25328292,unclaimed,,
619,pointwise_01099867ba2c,01099867ba2c,pointwise,unclassified_priority_gap,2,2,2,pointwise_01099867ba2c,unclaimed,,
620,pointwise_07f3b9d27881,07f3b9d27881,pointwise,unclassified_priority_gap,1,2,2,~pointwise_d604053b7cd8,unclaimed,,
621,pointwise_0872313c7e7a,0872313c7e7a,pointwise,unclassified_priority_gap,2,2,2,~pointwise_09d687b1b23f;~pointwise_4827c8cbb45d,unclaimed,,
622,pointwise_099e5b919a05,099e5b919a05,pointwise,layout_indexing_stencil_fusion,1,2,2,~pointwise_77c9cc82b91f;~pointwise_9e64ab4c6018,unclaimed,,
623,pointwise_0af12e3f3970,0af12e3f3970,pointwise,layout_indexing_stencil_fusion,2,3,2,~pointwise_43877c71f0eb;~pointwise_75795e2c97dd;~pointwise_e5d19e73a52c,unclaimed,,
624,pointwise_0e23e54703ef,0e23e54703ef,pointwise,scatter_gather,1,4,2,,unclaimed,,
625,pointwise_149b2db5c64f,149b2db5c64f,pointwise,unclassified_priority_gap,2,4,2,~pointwise_1eb557d9b42d;~pointwise_f30674e2e5ee;~pointwise_43877c71f0eb,unclaimed,,
626,pointwise_15bfae9e296c,15bfae9e296c,pointwise,pointwise,2,3,2,,unclaimed,,
627,pointwise_176e8f2b992e,176e8f2b992e,pointwise,unclassified_priority_gap,1,2,2,pointwise_180785427cc3;pointwise_dcfc5ad229c7,unclaimed,,
628,pointwise_246b835fa5d1,246b835fa5d1,pointwise,layout_indexing_stencil_fusion,1,2,2,~pointwise_77c9cc82b91f;~pointwise_9e64ab4c6018,unclaimed,,
629,pointwise_247d220fbbab,247d220fbbab,pointwise,pointwise,1,2,2,,unclaimed,,
630,pointwise_2fd75199c31d,2fd75199c31d,pointwise,layout_indexing_stencil_fusion,1,4,2,~pointwise_c0e132c66e3b;~pointwise_f0dd9248187e;~pointwise_f2df04089ff4,unclaimed,,
631,pointwise_403020d93ad2,403020d93ad2,pointwise,layout_indexing_stencil_fusion,2,2,2,pointwise_403020d93ad2,unclaimed,,
632,pointwise_46ffe591b5ee,46ffe591b5ee,pointwise,layout_indexing_stencil_fusion,2,2,2,~pointwise_72ba9dfd2891,unclaimed,,
633,pointwise_48a1ad6d548e,48a1ad6d548e,pointwise,layout_indexing_stencil_fusion,2,2,2,~pointwise_69b13df5a532;~pointwise_16b501864757,unclaimed,,
634,pointwise_498fa7e126b8,498fa7e126b8,pointwise,layout_indexing_stencil_fusion,2,2,2,~pointwise_72ba9dfd2891,unclaimed,,
635,pointwise_4b5a3669805d,4b5a3669805d,pointwise,layout_indexing_stencil_fusion,1,2,2,~pointwise_77c9cc82b91f;~pointwise_9e64ab4c6018,unclaimed,,
636,pointwise_4e78279e2078,4e78279e2078,pointwise,layout_indexing_stencil_fusion,1,3,2,pointwise_5d7c3bd1f499,unclaimed,,
637,pointwise_514cc391d8e4,514cc391d8e4,pointwise,unclassified_priority_gap,2,3,2,~pointwise_43aac667469a,unclaimed,,
638,pointwise_54f7ee896ad5,54f7ee896ad5,pointwise,unclassified_priority_gap,2,2,2,pointwise_54f7ee896ad5,unclaimed,,
639,pointwise_5c9e535343f4,5c9e535343f4,pointwise,scatter_gather,1,2,2,,unclaimed,,
640,pointwise_5dab5f6dd93f,5dab5f6dd93f,pointwise,unclassified_priority_gap,2,2,2,pointwise_187bbcc9d7ba,unclaimed,,
641,pointwise_6381ec1f2e2a,6381ec1f2e2a,pointwise,layout_indexing_stencil_fusion,1,2,2,~pointwise_77c9cc82b91f;~pointwise_9e64ab4c6018,unclaimed,,
642,pointwise_68ad640449a8,68ad640449a8,pointwise,layout_indexing_stencil_fusion,2,2,2,pointwise_5ae8759ec547,unclaimed,,
643,pointwise_6a21a0e60348,6a21a0e60348,pointwise,layout_indexing_stencil_fusion,1,2,2,~pointwise_77c9cc82b91f;~pointwise_9e64ab4c6018,unclaimed,,
644,pointwise_6adcb3046e1b,6adcb3046e1b,pointwise,layout_indexing_stencil_fusion,1,2,2,~pointwise_d47c7d477bf3;~pointwise_fd8663effbda;~pointwise_072bc7c9b68c,unclaimed,,
645,pointwise_7314654d3afc,7314654d3afc,pointwise,layout_indexing_stencil_fusion,1,2,2,pointwise_7314654d3afc,unclaimed,,
646,pointwise_76e48e105773,76e48e105773,pointwise,unclassified_priority_gap,1,2,2,~pointwise_17542057506f;~pointwise_2babaf917a12;~pointwise_5b4d8d4d06aa,unclaimed,,
647,pointwise_783b3f21ba50,783b3f21ba50,pointwise,unclassified_priority_gap,2,2,2,~pointwise_9a3b1c27ce63;~pointwise_b46f81501f11;~pointwise_035529d03c14,unclaimed,,
648,pointwise_7ddf265c7180,7ddf265c7180,pointwise,layout_indexing_stencil_fusion,1,2,2,~pointwise_77c9cc82b91f;~pointwise_9e64ab4c6018,unclaimed,,
649,pointwise_8cc7ad505f35,8cc7ad505f35,pointwise,pointwise,2,2,2,,unclaimed,,
650,pointwise_8f64f866aa67,8f64f866aa67,pointwise,layout_indexing_stencil_fusion,1,2,2,~pointwise_77c9cc82b91f;~pointwise_9e64ab4c6018,unclaimed,,
651,pointwise_9144e49b260e,9144e49b260e,pointwise,unclassified_priority_gap,2,2,2,~pointwise_8e1dc74da682;~pointwise_100a39b686e3;~pointwise_43877c71f0eb,unclaimed,,
652,pointwise_9160afb21da2,9160afb21da2,pointwise,layout_indexing_stencil_fusion,1,2,2,~pointwise_77c9cc82b91f;~pointwise_9e64ab4c6018,unclaimed,,
653,pointwise_93bef2a9403d,93bef2a9403d,pointwise,layout_indexing_stencil_fusion,2,2,2,pointwise_d89eb45ec337,unclaimed,,
654,pointwise_99d2c4cec20d,99d2c4cec20d,pointwise,layout_indexing_stencil_fusion,2,2,2,~pointwise_43877c71f0eb;~pointwise_75795e2c97dd;~pointwise_e5d19e73a52c,unclaimed,,
655,pointwise_a767fed3fde5,a767fed3fde5,pointwise,pointwise,1,4,2,,unclaimed,,
656,pointwise_aa65d2e7e324,aa65d2e7e324,pointwise,layout_indexing_stencil_fusion,2,2,2,pointwise_17498cde41e8,unclaimed,,
657,pointwise_ab77134ec783,ab77134ec783,pointwise,layout_indexing_stencil_fusion,2,2,2,~pointwise_d4f672d645c1,unclaimed,,
658,pointwise_b0a24575ebc9,b0a24575ebc9,pointwise,layout_indexing_stencil_fusion,1,4,2,~pointwise_c0e132c66e3b;~pointwise_f2df04089ff4;~pointwise_7a4083b7e3d1,unclaimed,,
659,pointwise_b1e9709e6271,b1e9709e6271,pointwise,layout_indexing_stencil_fusion,1,2,2,~pointwise_77c9cc82b91f;~pointwise_9e64ab4c6018,unclaimed,,
660,pointwise_b2e54a0ac412,b2e54a0ac412,pointwise,scatter_gather,1,2,2,,unclaimed,,
661,pointwise_ba25986618ef,ba25986618ef,pointwise,layout_indexing_stencil_fusion,1,2,2,pointwise_2eae25328292,unclaimed,,
662,pointwise_c0d12c8ed1f9,c0d12c8ed1f9,pointwise,layout_indexing_stencil_fusion,1,2,2,~pointwise_77c9cc82b91f;~pointwise_9e64ab4c6018,unclaimed,,
663,pointwise_c341d9bd3b89,c341d9bd3b89,pointwise,unclassified_priority_gap,2,4,2,pointwise_5e8fb91fe0df,unclaimed,,
664,pointwise_cbfed5cd52de,cbfed5cd52de,pointwise,layout_indexing_stencil_fusion,2,3,2,~pointwise_7fe0a1e563a5;~pointwise_ef9ca88fea46;~pointwise_c6795cc8ece2,unclaimed,,
665,pointwise_d572db383c8a,d572db383c8a,pointwise,layout_indexing_stencil_fusion,1,2,2,pointwise_4ebc1e147929;pointwise_7517fa77d424,unclaimed,,
666,pointwise_d8eeabccee6e,d8eeabccee6e,pointwise,pointwise,1,4,2,,unclaimed,,
667,pointwise_d9d6d2d45575,d9d6d2d45575,pointwise,pointwise,2,3,2,,unclaimed,,
668,pointwise_dda19333a406,dda19333a406,pointwise,unclassified_priority_gap,2,3,2,~pointwise_a718233d708d;~pointwise_43877c71f0eb;~pointwise_75795e2c97dd,unclaimed,,
669,pointwise_dfa214dc993f,dfa214dc993f,pointwise,layout_indexing_stencil_fusion,2,2,2,~pointwise_f9c1d1b08ddb;~pointwise_0a306c604828,unclaimed,,
670,pointwise_dfd0dd1dbbea,dfd0dd1dbbea,pointwise,pointwise,2,3,2,,unclaimed,,
671,pointwise_e4d2c6337728,e4d2c6337728,pointwise,layout_indexing_stencil_fusion,1,2,2,~pointwise_77c9cc82b91f;~pointwise_9e64ab4c6018,unclaimed,,
672,pointwise_e8e4b21e74ff,e8e4b21e74ff,pointwise,layout_indexing_stencil_fusion,1,2,2,~pointwise_77c9cc82b91f;~pointwise_9e64ab4c6018,unclaimed,,
673,pointwise_ef7896396d78,ef7896396d78,pointwise,pointwise,1,3,2,,unclaimed,,
674,pointwise_f30674e2e5ee,f30674e2e5ee,pointwise,unclassified_priority_gap,2,4,2,pointwise_1eb557d9b42d;pointwise_f30674e2e5ee,unclaimed,,
675,pointwise_fcde4c5a3950,fcde4c5a3950,pointwise,pointwise,1,2,2,,unclaimed,,
676,pointwise_febb9b4c9d22,febb9b4c9d22,pointwise,pointwise,1,2,2,,unclaimed,,
677,sum_0551250469f2,0551250469f2,reduction,reduction_general,1,2,2,,unclaimed,,
678,sum_0ae41860bdcf,0ae41860bdcf,reduction,reduction_general,1,2,2,,unclaimed,,
679,sum_18c197d90a41,18c197d90a41,reduction,multi_output_reduction_templates,2,3,2,~sum_2821c003f795,unclaimed,,
680,sum_3759dcabdc6f,3759dcabdc6f,reduction,multi_output_reduction_templates,2,2,2,~sum_1fb7f13c05d1,unclaimed,,
681,sum_4a0cb54db4dc,4a0cb54db4dc,reduction,reduction_general,1,1,2,,unclaimed,,
682,sum_a4929f4f9e2c,a4929f4f9e2c,reduction,reduction_general,2,2,2,,unclaimed,,
683,sum_ccfc54d6b3cf,ccfc54d6b3cf,reduction,scatter_gather,2,3,2,,unclaimed,,
684,sum_d2b0852482c4,d2b0852482c4,reduction,reduction_general,2,2,2,~sum_80634958a126,unclaimed,,
685,sum_e70c30104d29,e70c30104d29,reduction,multi_output_reduction_templates,1,1,2,~sum_2bcc7099936f,unclaimed,,
686,sum_e8fb8b021cdf,e8fb8b021cdf,reduction,reduction_general,2,2,2,,unclaimed,,
687,sum_sum_019999975a39,019999975a39,reduction,scatter_gather,2,4,2,,unclaimed,,
688,sum_sum_052b3bc6efa8,052b3bc6efa8,reduction,scatter_gather,1,4,2,,unclaimed,,
689,sum_sum_0d18e12d3f2f,0d18e12d3f2f,reduction,reduction_general,1,2,2,,unclaimed,,
690,sum_sum_150c6ef298e6,150c6ef298e6,reduction,reduction_general,2,1,2,,unclaimed,,
691,sum_sum_26237066094b,26237066094b,reduction,reduction_general,2,4,2,,unclaimed,,
692,sum_sum_265e9af469d5,265e9af469d5,reduction,reduction_general,1,2,2,,unclaimed,,
693,sum_sum_2d8146dc520a,2d8146dc520a,reduction,scatter_gather,1,4,2,,unclaimed,,
694,sum_sum_363fe08c0e63,363fe08c0e63,reduction,reduction_general,1,2,2,,unclaimed,,
695,sum_sum_3fb78031bd33,3fb78031bd33,reduction,reduction_general,2,2,2,,unclaimed,,
696,sum_sum_46bc78484b4a,46bc78484b4a,reduction,reduction_general,2,2,2,,unclaimed,,
697,sum_sum_4866e4c367cc,4866e4c367cc,reduction,reduction_general,2,2,2,,unclaimed,,
698,sum_sum_4efc39f71987,4efc39f71987,reduction,reduction_general,2,2,2,,unclaimed,,
699,sum_sum_50a94749c62d,50a94749c62d,reduction,reduction_general,1,2,2,,unclaimed,,
700,sum_sum_618e7340c9c9,618e7340c9c9,reduction,reduction_general,2,2,2,,unclaimed,,
701,sum_sum_65ef503caa31,65ef503caa31,reduction,reduction_general,2,1,2,,unclaimed,,
702,sum_sum_6cb41bb10050,6cb41bb10050,reduction,reduction_general,2,2,2,,unclaimed,,
703,sum_sum_6e7e9c6fec80,6e7e9c6fec80,reduction,reduction_general,2,2,2,,unclaimed,,
704,sum_sum_7040624b7ae1,7040624b7ae1,reduction,reduction_general,1,2,2,,unclaimed,,
705,sum_sum_7ce96d2e23ba,7ce96d2e23ba,reduction,reduction_general,1,2,2,~sum_sum_e6b32bb1b384,unclaimed,,
706,sum_sum_8637782ccfc2,8637782ccfc2,reduction,reduction_general,2,2,2,,unclaimed,,
707,sum_sum_868cea3d5857,868cea3d5857,reduction,reduction_general,2,2,2,,unclaimed,,
708,sum_sum_86d6491425a2,86d6491425a2,reduction,multi_output_reduction_templates,1,2,2,~sum_sum_ced249279c9d,unclaimed,,
709,sum_sum_891b6837993b,891b6837993b,reduction,reduction_general,1,2,2,,unclaimed,,
710,sum_sum_8b1ecd6ea781,8b1ecd6ea781,reduction,reduction_general,2,2,2,,unclaimed,,
711,sum_sum_96e388e74e6f,96e388e74e6f,reduction,reduction_general,2,2,2,,unclaimed,,
712,sum_sum_9b7fd1c0bb67,9b7fd1c0bb67,reduction,reduction_general,2,1,2,,unclaimed,,
713,sum_sum_a1d490241791,a1d490241791,reduction,reduction_general,1,2,2,,unclaimed,,
714,sum_sum_ad2e5844c8b7,ad2e5844c8b7,reduction,reduction_general,2,2,2,,unclaimed,,
715,sum_sum_b1354c2a333b,b1354c2a333b,reduction,reduction_general,1,1,2,,unclaimed,,
716,sum_sum_b1d8468e9c69,b1d8468e9c69,reduction,reduction_general,2,2,2,,unclaimed,,
717,sum_sum_b265bd27fbd8,b265bd27fbd8,reduction,reduction_general,1,2,2,,unclaimed,,
718,sum_sum_b2f43ab7b175,b2f43ab7b175,reduction,reduction_general,2,2,2,,unclaimed,,
719,sum_sum_b50ad423ed16,b50ad423ed16,reduction,reduction_general,1,2,2,,unclaimed,,
720,sum_sum_b699431fa635,b699431fa635,reduction,reduction_general,2,2,2,,unclaimed,,
721,sum_sum_d227dc0811d2,d227dc0811d2,reduction,reduction_general,2,2,2,,unclaimed,,
722,sum_sum_dcfe30b8d79b,dcfe30b8d79b,reduction,reduction_general,2,2,2,,unclaimed,,
723,sum_sum_e3043e605301,e3043e605301,reduction,reduction_general,1,2,2,,unclaimed,,
724,sum_sum_ed4730568670,ed4730568670,reduction,reduction_general,1,1,2,,unclaimed,,
725,sum_sum_f1250e5f7b6e,f1250e5f7b6e,reduction,reduction_general,1,2,2,,unclaimed,,
726,sum_sum_f2a80116b65b,f2a80116b65b,reduction,reduction_general,2,2,2,,unclaimed,,
727,sum_sum_f4b82dbfbec5,f4b82dbfbec5,reduction,reduction_general,2,2,2,,unclaimed,,
728,sum_sum_f6a916ea301b,f6a916ea301b,reduction,reduction_general,1,2,2,,unclaimed,,
729,sum_sum_f967f297304c,f967f297304c,reduction,reduction_general,2,2,2,,unclaimed,,
730,sum_sum_sum_06b536dc906d,06b536dc906d,reduction,scatter_gather,1,4,2,,unclaimed,,
